data_homologacao,numero_homologacao,fabricante,brand,modelo,nome_comercial,tipo_produto,situacao,pais
12/03/2019,007491503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,MultiXpress X7400GX,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
10/02/2015,044581300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G7102T,SM-G7102T,Telefone Móvel Celular,Homologação Suspensa,Coréia
19/03/2009,004960900953,Samsung Electronics Co Ltd.,SAMSUNG,GT-M7600B,GT-M7600B,Telefone Móvel Celular,Homologação Suspensa,Coréia
29/09/2010,012391000953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S5330,GT-S5330,Telefone Móvel Celular,Homologação Suspensa,Coréia
19/05/2010,001730900953,Samsung Electronics Co Ltd.,SAMSUNG,B5702,B5702,Telefone Móvel Celular,Homologação Suspensa,Coréia
04/03/2015,037031400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-T230NY,SM-T230NY,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
27/04/2007,003940700953,Samsung Electronics Co Ltd.,SAMSUNG,WEP410,WEP410,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
02/03/2011,005031100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-E1086i,GT-E1086i,Telefone Móvel Celular,Homologação Suspensa,Coréia
23/01/2012,000461200953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S5222,GT-S5222,Telefone Móvel Celular,Homologação Suspensa,Coréia
21/03/2016,004691203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,WIDT-20R,WIDT-20R,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
25/02/2011,005191103269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,WIBT20,WIBT20,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
02/03/2011,005921103269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SSG-3100GB,SSG-3100GB,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
06/06/2014,007611403269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,XE503C12,XE503C12,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
27/04/2017,007501503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SPW-B43143S,,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
03/07/2009,005310903269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,HT-Z320T,HT-Z320T,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
17/12/2007,015430703269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,YP-T10,YP-T10,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
28/02/2012,005121202217,Samsung Electronics Co Ltd.,SAMSUNG,ST200F,ST200F,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
18/03/2013,039421207120,Harman International Industries Inc.,JBL,AM8810,AM8810,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
28/01/2005,000970500953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-E630,SGH-E630,Telefone Móvel Celular,Homologação Cancelada,Coréia
28/07/2015,019041500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G531H,SM-G531H,Telefone Móvel Celular,Homologação Suspensa,Coréia
28/07/2015,019041500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G531H/DL,SM-G531H/DL,Telefone Móvel Celular,Homologação Suspensa,Coréia
22/02/2013,001001300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-I8730,GT-I8730,Telefone Móvel Celular,Homologação Suspensa,Coréia
30/04/2010,017910801993,Apple Inc.,APPLE,A1288,A1288,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
17/08/2018,015221600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-T813,SM-T813,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Coréia
04/05/2005,003920500953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-X480,SGH-X480,Telefone Móvel Celular,Homologação Cancelada,Coréia
22/11/2010,026841000953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S8530B,GT-S8530B,Telefone Móvel Celular,Homologação Suspensa,Coréia
06/08/2014,018491400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G313ML/DS,SM-G313ML/DS,Telefone Móvel Celular,Homologação Suspensa,Coréia
03/07/2013,015101300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S7560M,GT-S7560M,Telefone Móvel Celular,Homologação Suspensa,Coréia
10/10/2008,018410800953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-i900,SGH-i900,Telefone Móvel Celular,Homologação Suspensa,Coréia
29/05/2009,020490700953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-F250L,SGH-F250L,Telefone Móvel Celular,Homologação Suspensa,Coréia
13/03/2009,027050800953,Samsung Electronics Co Ltd.,SAMSUNG,S7350B,S7350B,Telefone Móvel Celular,Homologação Suspensa,Coréia
09/08/2002,004150200953,Samsung Electronics Co Ltd.,SAMSUNG,SWL-2100E,SWL-2100E,Transceptor de Radiação Restrita - Espalhamento Espectral,Homologação Cancelada,Coréia
09/08/2002,004160200953,Samsung Electronics Co Ltd.,SAMSUNG,SWL-2100N,SWL-2100N,Transceptor de Radiação Restrita - Espalhamento Espectral,Homologação Cancelada,Coréia
25/10/2004,009670400953,Samsung Electronics Co Ltd.,SAMSUNG,SCH-N415,SCH-N415,Telefone Móvel Celular,Homologação Cancelada,Coréia
08/06/2015,012341503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,BTM730B,BTM730B,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
18/06/2010,011111000953,Samsung Electronics Co Ltd.,SAMSUNG,GT-C3200,GT-C3200,Telefone Móvel Celular,Homologação Suspensa,Coréia
13/05/2011,009621100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-I9100,GT-I9100,Telefone Móvel Celular,Homologação Suspensa,Coréia
08/05/2012,011791200953,Samsung Electronics Co Ltd.,SAMSUNG,GT-E1260L,GT-E1260L,Telefone Móvel Celular,Homologação Suspensa,Coréia
30/04/2010,006711000953,Samsung Electronics Co Ltd.,SAMSUNG,GT-B5722,GT-B5722,Telefone Móvel Celular,Homologação Suspensa,Coréia
24/08/2012,016911203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SCX-8230NA,SCX-8230NA,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
28/02/2012,005171202217,Samsung Electronics Co Ltd.,SAMSUNG,DV300F,DV300F,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
11/07/2008,009530800953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-U900L,SGH-U900L,Telefone Móvel Celular,Homologação Suspensa,Coréia
02/04/2015,043301403269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,WAM550,WAM550,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
15/04/2019,000141600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G935F,Galaxy S7 Edge,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
13/05/2011,010801100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-E1182L,GT-E1182L,Telefone Móvel Celular,Homologação Suspensa,Coréia
11/07/2008,009540800953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-E215L,SGH-E215L,Telefone Móvel Celular,Homologação Suspensa,Coréia
15/04/2019,000141600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G935F,Galaxy S7 Edge,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,Coréia
24/06/2019,008741501993,Apple Inc.,APPLE,A1570,,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
24/04/2015,003351503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,WEH720B,WEH720B,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
24/08/2012,016911203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SCX-8240NA,SCX-8240NA,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
15/04/2019,000141600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G935F,Galaxy S7 Edge,Telefone Móvel Celular,Homologação Suspensa,Coréia
15/04/2019,000141600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G935F,Galaxy S7 Edge,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Coréia
24/10/2011,027461103269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SCX-3405F,SCX-3405F,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
31/10/2011,027371100953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-I677,SGH-I677,Telefone Móvel Celular,Homologação Suspensa,Coréia
03/07/2013,016261300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-I9295,GT-I9295,Telefone Móvel Celular,Homologação Suspensa,Coréia
30/10/2008,018400800953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-i900L,SGH-i900L,Telefone Móvel Celular,Homologação Suspensa,Coréia
29/03/2012,007281200953,Samsung Electronics Co Ltd.,SAMSUNG,GT-P3100,GT-P3100,Telefone Móvel Celular,Homologação Suspensa,Coréia
06/01/2009,026940800953,Samsung Electronics Co Ltd.,SAMSUNG,E1075,E1075,Telefone Móvel Celular,Homologação Suspensa,Coréia
10/10/2008,018320800953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-G400L,SGH-G400L,Telefone Móvel Celular,Homologação Suspensa,Coréia
02/03/2018,005261600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-J710MN,Galaxy J7 Metal,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,Coréia
02/03/2018,005261600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-J710MN/DS,Galaxy J7 Metal,Sistemas de Identificação por Radiofrequências,Homologação Suspensa,Coréia
30/07/2015,017261501739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,EJ-MT820I,EJ-MT820I,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
24/03/2009,005230903269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,HT-X625T,HT-X625T,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
28/02/2011,004501100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S5660B,GT-S5660B,Telefone Móvel Celular,Homologação Suspensa,Coréia
28/02/2011,005051100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-E1086W,GT-E1086W,Telefone Móvel Celular,Homologação Suspensa,Coréia
02/03/2018,005261600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-J710MN,Galaxy J7 Metal,Telefone Móvel Celular,Homologação Suspensa,Coréia
02/03/2018,005261600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-J710MN/DS,Galaxy J7 Metal,Telefone Móvel Celular,Homologação Suspensa,Coréia
08/04/2011,007701103269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,RMC-QTD1,RMC-QTD1,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
18/03/2013,003801307120,Harman International Industries Inc.,JBL,BDS 575,BDS 575,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
10/11/2015,025921307120,Harman International Industries Inc.,JBL,JBL Flip 2,JBL Flip 2,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
10/11/2015,025921307120,Harman International Industries Inc.,JBL,JBL Charge2,JBL Charge2,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
10/11/2015,025921307120,Harman International Industries Inc.,JBL,Charge2+,Charge2+,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
02/03/2018,005261600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-J710MN,Galaxy J7 Metal,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Coréia
02/03/2018,005261600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-J710MN/DS,Galaxy J7 Metal,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Coréia
17/04/2009,007110903269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,HT-X725,HT-X725,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
30/10/2008,012140803269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,HT-Z310,HT-Z310,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
30/10/2008,012140803269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,HT-TZ312,HT-TZ312,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
02/03/2018,005261600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-J710MN,Galaxy J7 Metal,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
02/03/2018,005261600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-J710MN/DS,Galaxy J7 Metal,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
31/05/2013,015081303269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SSG-3570CR,SSG-3570CR,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
30/10/2008,018310800953,Samsung Electronics Co Ltd.,SAMSUNG,B1100L,B1100L,Estação Terminal de Acesso,Homologação Suspensa,Coréia
28/10/2009,023990900953,Samsung Electronics Co Ltd.,SAMSUNG,GT-B5310B,GT-B5310B,Telefone Móvel Celular,Homologação Suspensa,Coréia
11/01/2008,020520700953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-B110L,SGH-B110L,Telefone Móvel Celular,Homologação Suspensa,Coréia
24/07/2014,018481400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G313MU,SM-G313MU,Telefone Móvel Celular,Homologação Suspensa,Coréia
21/12/2016,004271600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-J510MN (Galaxy J5 Metal),SM-J510MN (Galaxy J5 Metal),Telefone Móvel Celular,Homologação Suspensa,Coréia
21/12/2016,004271600953,Samsung Electronics Co Ltd.,SAMSUNG,SM-J510MN/DS (Galaxy J5 Metal),SM-J510MN/DS (Galaxy J5 Metal),Telefone Móvel Celular,Homologação Suspensa,Coréia
31/10/2007,005740700953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-U106,SGH-U106,Telefone Móvel Celular,Homologação Suspensa,Coréia
19/03/2009,003990900953,Samsung Electronics Co Ltd.,SAMSUNG,GT-M2310,GT-M2310,Telefone Móvel Celular,Homologação Suspensa,Coréia
03/07/2013,012891300953,Samsung Electronics Co Ltd.,SAMSUNG,SM-T311,SM-T311,Telefone Móvel Celular,Homologação Suspensa,Coréia
27/01/2012,021421100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-C3330,GT-C3330,Telefone Móvel Celular,Homologação Suspensa,Coréia
22/05/2017,021611207120,Harman International Industries Inc.,JBL,Soundsticks Wireless,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
30/08/2012,021621207120,Harman International Industries Inc.,JBL,Jembe Wireless,Jembe Wireless,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
06/08/2014,020071401739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,SM-R382,SM-R382,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
28/08/2008,012470801963,"Samsung Electronics Co., Ltd.",SAMSUNG,SCX-4500W,SCX-4500W,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
23/10/2019,020851502701,Harman International Industries Inc.,JBL,EON615,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
12/03/2014,002601400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-T320,SM-T320,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
15/10/2010,019791001993,Apple Inc.,APPLE,A1339,A1339,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
06/07/2012,015951203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,NX210,NX210,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
31/05/2019,006421101993,Apple Inc.,APPLE,A1396,,Transceptor de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
02/05/2018,005621603269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,ProXpress C3060FR,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
12/03/2019,007531503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,MultiXpress K7600GX,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
12/03/2019,007531503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,MultiXpress K7600LX,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
12/03/2019,007531503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,MultiXpress K7650GX,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
12/03/2019,007531503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,MultiXpress K7500GX,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
12/03/2019,007531503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,MultiXpress K7500LX,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
12/03/2019,007531503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,MultiXpress K7400GX,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
07/11/2018,014181501739,"SAMSUNG ELECTRONICS CO., LTD",SAMSUNG,EO-BG920,,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
29/05/2007,020170601963,"Samsung Electronics Co., Ltd.",SAMSUNG,SCX-5530FN,SCX-5530FN,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
09/09/2014,022230801963,"Samsung Electronics Co., Ltd.",SAMSUNG,SCX-5835FN,SCX-5835FN,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
09/09/2014,022230801963,"Samsung Electronics Co., Ltd.",SAMSUNG,SCX-5835NX,SCX-5835NX,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
03/07/2013,015111300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-I9195,GT-I9195,Telefone Móvel Celular,Homologação Suspensa,Coréia
12/06/2015,008871501993,Apple Inc.,APPLE,A1668,A1668,Equipamento de Radiocomunicação de Radiação Restrita,Homologação Suspensa,Estados Unidos da América
10/03/2017,010461203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,CLX-FAX170,CLX-FAX170,Modem Analógico,Homologação Suspensa,Coréia
12/03/2019,007531503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,MultiXpress K7400LX,,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
04/05/2016,013471500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G318ML (Galaxy Ace 4 Neo),SM-G318ML (Galaxy Ace 4 Neo),Telefone Móvel Celular,Homologação Suspensa,Coréia
04/05/2016,013471500953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G318ML/DS (Galaxy Ace 4 Neo),SM-G318ML/DS (Galaxy Ace 4 Neo),Telefone Móvel Celular,Homologação Suspensa,Coréia
10/03/2017,010451203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,CLX-8650ND,CLX-8650ND,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
10/03/2017,010451203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,CLX-8640ND,CLX-8640ND,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
24/10/2011,025111103269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SCX-4729FD,SCX-4729FD,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
03/07/2013,017851300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-S7275,GT-S7275,Telefone Móvel Celular,Homologação Suspensa,Coréia
30/08/2006,012730600953,Samsung Electronics Co Ltd.,SAMSUNG,SBH 170,SBH 170,Transceptor de Radiação Restrita - Espalhamento Espectral,Homologação Suspensa,Coréia
24/04/2013,009641300953,Samsung Electronics Co Ltd.,SAMSUNG,GT-I8262B,GT-I8262B,Telefone Móvel Celular,Homologação Suspensa,Coréia
30/05/2011,010191100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-C3300i,GT-C3300i,Telefone Móvel Celular,Homologação Suspensa,Coréia
14/05/2010,006801000953,Samsung Electronics Co Ltd.,SAMSUNG,GT-E2121,GT-E2121,Telefone Móvel Celular,Homologação Suspensa,Coréia
08/09/2014,027671103269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SCX-3405FW,SCX-3405FW,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
24/07/2017,015951503269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,NFA455,NFA455,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
16/11/2009,011610701963,"Samsung Electronics Co., Ltd.",SAMSUNG,SCX-FAX101,SCX-FAX101,Modem Analógico,Homologação Suspensa,Coréia
11/07/2008,010460800953,Samsung Electronics Co Ltd.,SAMSUNG,SGH-F480L,SGH-F480L,Telefone Móvel Celular,Homologação Suspensa,Coréia
28/01/2014,009811203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SCX-8128NA,SCX-8128NA,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
28/01/2014,009811203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SCX-8123NA,SCX-8123NA,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
28/01/2014,009811203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,SCX-8128NX,SCX-8128NX,Equipamento de Fac-Símile,Homologação Cancelada,Coréia
03/04/2020,003971603269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,RMCSPK1AP1,,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
20/06/2014,010681400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-T800,SM-T800,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
15/05/2003,005710301963,"Samsung Electronics Co., Ltd.",SAMSUNG,Mini Dslam AceMAP,Mini Dslam AceMAP,Multiplex de Acesso DSL - DSLAM,Homologação Emitida,Coréia
31/08/2011,012541100953,Samsung Electronics Co Ltd.,SAMSUNG,GT-P7510,GT-P7510,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
31/05/2012,011691203269,"SAMSUNG ELECTRONICS CO., LTD.",SAMSUNG,VG-KBD1000,VG-KBD1000,Transceptor de Radiação Restrita,Homologação Suspensa,Coréia
16/09/2009,012950900953,Samsung Electronics Co Ltd.,SAMSUNG,GT-E1085,GT-E1085,Telefone Móvel Celular,Homologação Suspensa,Coréia
27/08/2009,020270601963,"Samsung Electronics Co., Ltd.",SAMSUNG,SCX-6322DN,SCX-6322DN,Equipamento de Fac-Símile,Homologação Suspensa,Coréia
09/04/2014,006261400953,Samsung Electronics Co Ltd.,SAMSUNG,SM-G3502T,SM-G3502T,Telefone Móvel Celular,Homologação Suspensa,Coréia
